word,clue,is_technical_word,is_common_english,is_plural,categories,obscure
CONSEQUENCE,"The result, often seen in stories or real life, that follows an action.",False,True,False,"noun,puzzle,story,life,event,outcome,reaction",False
CONSEQUENCES,"What follows after an action, often with a negative tone",False,True,False,"grammar,nouns,language,words,syllables,vowels,consonants",False
CONSEQUENT,Following as a natural result,False,True,False,"adjective,outcome,logic,predictable",False
CONSEQUENTIAL,What's next after a series of events,False,True,False,"logic,sequence,words",False
CONSEQUENTIALLY,What follows after 'therefore',False,True,False,"adverb,grammar,language",False
CONSEQUENTLY,"Follows logically, in speech or writing",False,True,False,"grammar,punctuation,language,words,parts of speech",False
CONSEQUENTS,What follows after a cause,False,True,True,"grammar,logic,sequencing",False
CONSERTAL,"A musical event with multiple performers, often held in a large venue.",False,True,False,"music,entertainment,events,performances",False
CONSERTION,What you might do to fix something that's broken,False,True,False,"noun,verb,repair,fix",False
CONSERVACY,What you do with resources to prevent waste,False,True,False,"noun,environment,sustainability",False
CONSERVANCIES,Places that preserve natural habitats,False,True,True,"nature,landscapes,ecology,preservation",False
CONSERVANCY,Organization or area dedicated to environmental preservation,False,True,False,"nature,landscapes,preservation,ecology",False
CONSERVANT,Preserving agent or one who conserves,False,True,False,"noun,employment,care",False
CONSERVATE,What a miser might do with their change,False,True,False,"money,finance,vocabulary,slang",False
CONSERVATION,"What's done to protect nature, like a careful gardener",False,True,False,"nature,environment,science,conservation,ecology",False
CONSERVATIONISM,A belief in preserving nature's balance,False,True,False,"environment,philosophy,politics,social_movement",False
CONSERVATIONIST,"One who protects nature's treasures, a guardian of the green",False,True,False,"noun,adjective,environment,ecology,person,verb",False
CONSERVATIONS,"What you might do when water is scarce, if not spelled correctly",False,True,False,"noun,environment,water,conservation,singular",False
CONSERVATISM,"A political philosophy favoring traditional values, limited government, and free-market economics.",False,True,False,"politics,ideology,economics,social_values,government",False
CONSERVATIST,"One who prefers to maintain old ways, not ready for change",False,True,False,"politics,ideology,social_views",False
CONSERVATIVE,"Politically, this word refers to those who prefer maintaining existing practices or attitudes.",False,True,False,"politics,social,ideology",False
CONSERVATIVELY,"Adverb: In a conservative manner, sparingly.",False,True,False,"adverbs,grammar,language",False
CONSERVATIVES,What are you if you believe in maintaining traditional values and resisting change,False,True,True,"politics,values,beliefs",False
CONSERVATIZE,"To make more conservative, in a political sense",False,True,False,"verb,politics,language",False
CONSERVATOR,Museum professional who restores and preserves artifacts,False,True,False,"occupation,art,museum",False
CONSERVATORIAL,"Like a room filled with valuable items, not easily changed",False,True,False,"adjective,furniture,antiques",False
CONSERVATORIES,Places where valuable items are kept to prevent damage or decay,False,True,True,"architecture,building,conservation,decoration,interior,plural,room",False
CONSERVATORIO,"A place where music is preserved, like a library but for instruments",False,True,False,"music,instruments,education,arts,culture",False
CONSERVATORIUM,A place where musical instruments are preserved and maintained,False,True,False,"music,instruments,architecture,building",False
CONSERVATORS,"Those who protect and preserve, not just in art or nature's embrace",False,True,True,"plural,nouns,occupation,care,taking,protecting",False
CONSERVATORSHIP,A legal arrangement where someone manages another's assets,False,True,False,"law,legal,estate,management,protection",False
CONSERVATORY,"Glass-enclosed room for plants, or school for music",False,True,False,"architecture,gardening,vocabulary",False
CONSERVE,"To keep something in its original state, like a secret",False,True,False,"verb,noun,environment,food",False
CONSERVED,"Preserved, not changed or altered",False,True,False,"verb,language,grammar",False
CONSERVER,One who hesitates to act or share information,False,True,False,"adjective,psychology,social_behavior",False
CONSERVERS,"Those who speak little, but think a lot",False,True,True,"adjectives,communication",False
CONSERVES,What keeps food from spoiling,False,True,True,"food,vegetables,fruits,miscellaneous",False
CONSERVING,What you do with resources to prevent waste,False,True,False,"verb,environment,sustainability",False
CONSIDER,"To weigh up in one's mind, as if on a mental scale.",False,True,False,"verb,noun,grammar,synonyms,antonyms,idioms,phrasal_verbs,academic,vocabulary",False
CONSIDERABLE,A quantity that is worth thinking about,False,True,False,"adjective,noun,language",False
CONSIDERABLY,"This word means to a great extent, like being quite noticeable in a crowd.",False,True,False,"adverb,degree",False
CONSIDERATE,"One who thinks before acting, showing great thoughtfulness",False,True,False,"adjective,personality_trait,positive_characteristic",False
CONSIDERATELY,"Acting with great thoughtfulness, one might say",False,True,False,"adverb,behavior,communication",False
CONSIDERATENESS,What you show when being thoughtful and mindful of others,False,True,False,"adjectives,psychology",False
CONSIDERATION,What you give when pondering a decision,False,True,False,"noun,thinking,cognitive process",False
CONSIDERATIONS,What you think about carefully before making a decision,False,True,True,"noun,plural,thinking,decision-making",False
CONSIDERATIVE,"Acting with thoughtful care, like a wise sage.",False,True,False,"adjective,noun,verb",False
CONSIDERATIVELY,Advancing with careful thought,False,True,False,"adverb,language,words,grammar,vocabulary",False
CONSIDERATOR,One who thinks deeply about something,False,True,False,"noun,word,language,grammar",False
CONSIDERED,"A verb meaning to think about carefully, often used in puzzles",False,True,False,"verb,puzzle,language",False
CONSIDERER,One who thinks deeply about something,False,True,False,"noun,person,verb",False
CONSIDERING,"Pondering, contemplating, or weighing something in one's mind",False,True,False,"verb,noun,grammar",False
CONSIDERINGLY,Adverb meaning to think about something carefully,False,True,False,"grammar,parts-of-speech,adverbs",False
CONSIDERS,"Ponders deeply, in a sentence",False,True,False,"verb,grammar,language",False
CONSIGN,"To send or deliver to a place, often a store, for storage or sale.",False,True,False,"verb,noun,commerce,shipping",False
CONSIGNABLE,What can be shipped or sent to another place,False,True,False,"adjective,shipping,transportation",False
CONSIGNATARIES,Heirs appointed to oversee an estate,False,True,True,"inheritance,law,legal,probate,estate,heirs,administration,executor",False
CONSIGNATION,What happens when items are sent to be stored or sold,False,True,False,"noun,language,grammar,storage,sale,shipping",False
CONSIGNE,"A letter's final destination, in finance.",False,True,False,"finance,letters,banking",False
CONSIGNED,Handed over to another's care,False,True,False,"verb,nautical,shipping,sell,give",False
CONSIGNEE,Recipient of a shipped package,False,True,False,"noun,shipping,postal",False
CONSIGNEES,"Who receives something, in plural form",False,True,True,"plural,words,language",False
CONSIGNER,One who sends items to be sold by another,False,True,False,"noun,antiques,art,collectibles",False
CONSIGNIFICANT,"A word that's almost insignificant, but exists in English nonetheless.",False,True,False,"grammar,language,vocabulary",False
CONSIGNING,Entrusting goods to a dealer for sale,False,True,False,"verb,fashion,retail,selling",False
CONSIGNMENT,"What's in a box, shipped to its new owner",False,True,False,"commerce,shipping,goods",False
CONSIGNMENTS,"What you might ship in boxes, not people",False,True,True,"plural,noun,shipping,commerce",False
CONSIGNOR,"One who consigns, in a way",False,True,False,"noun,language,grammar",False
CONSIGNORS,Those who send items to be sold,False,True,True,"noun,plural,commerce,selling",False
CONSIGNS,Delivers into another's custody,False,True,False,"verb,noun",False
CONSISENTLY,"Adverb meaning to do something in a steady, uniform way.",False,True,False,"adverbs,grammar,language,vocabulary",False
CONSIST,"In recipes, it means to have the same ingredients in each batch.",False,True,False,"verb,language,cooking",False
CONSISTED,Past tense of 'consist',False,True,False,"verb,language,grammar",False
CONSISTENCE,What you look for in a good cake recipe,False,True,False,"noun,chemistry,physics,quality,reliability,uniformity",False
CONSISTENCIES,What are the repeated patterns in a substance's properties,False,True,True,"chemistry,material_science,physics",False
CONSISTENCY,"What's always the same, no matter how you slice it",False,True,False,"food,chemistry,behavior",False
CONSISTENT,"A trait that means being reliable and uniform in quality, appearance, or behavior over time.",False,True,False,"adjective,quality,characteristic,reliability,steadiness",False
CONSISTENTLY,"Adverb meaning always in the same way, like a reliable friend.",False,True,False,"adverbs,grammar,language",False
